id,source_posting_id,title,company,location,country,city,federal_state,description,salary_min,salary_max,salary_period,salary_is_estimated,salary_confidence,required_skills,posted_date,posted_at,expires_at,last_seen_at,source,remote_status,role_type,occupation_group,experience_level,employment_type,url,application_url,company_career_url,source_legal_basis,ingestion_batch_id
train_041,seed_train_041,Sales Representative,RheinBrand GmbH,"Frankfurt, Germany",Germany,Frankfurt,Hesse,Manage customer outreach product demos and regional sales pipeline.,41000,64000,yearly,false,1.0,Sales;CRM;Negotiation,2026-01-10,2026-01-10T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Sales,Sales and Business Development,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Sales+Representative&wo=Frankfurt,https://www.arbeitsagentur.de/jobsuche/suche?was=Sales+Representative&wo=Frankfurt,https://www.rheinbrandgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_042,seed_train_042,Account Manager,SalesWerk Deutschland GmbH,"Stuttgart, Germany",Germany,Stuttgart,Baden-Wuerttemberg,Own customer relationships renewals upsell planning and service coordination.,51000,77000,yearly,false,1.0,Account Management;CRM;Customer Success,2026-01-11,2026-01-11T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Sales,Sales and Business Development,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Account+Manager&wo=Stuttgart,https://www.arbeitsagentur.de/jobsuche/suche?was=Account+Manager&wo=Stuttgart,https://www.saleswerkdeutschlandgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_043,seed_train_043,Business Development Manager,B2B Partnerhaus GmbH,"Dusseldorf, Germany",Germany,Dusseldorf,North Rhine-Westphalia,Build new partnerships qualify opportunities and lead commercial proposals.,61000,89000,yearly,false,1.0,Business Development;Negotiation;Pipeline Management,2026-01-12,2026-01-12T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Sales,Sales and Business Development,senior,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Business+Development+Manager&wo=Dusseldorf,https://www.arbeitsagentur.de/jobsuche/suche?was=Business+Development+Manager&wo=Dusseldorf,https://www.b2bpartnerhausgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_044,seed_train_044,Inside Sales Specialist,Hanse Vertriebs GmbH,"Leipzig, Germany",Germany,Leipzig,Saxony,Qualify inbound leads prepare offers and support sales campaigns.,37000,55000,yearly,false,1.0,Inside Sales;Lead Qualification;CRM,2026-01-13,2026-01-13T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Sales,Sales and Business Development,entry,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Inside+Sales+Specialist&wo=Leipzig,https://www.arbeitsagentur.de/jobsuche/suche?was=Inside+Sales+Specialist&wo=Leipzig,https://www.hansevertriebsgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_045,seed_train_045,Sales Operations Analyst,RheinBrand GmbH,"Dresden, Germany",Germany,Dresden,Saxony,Maintain sales reporting forecasting data quality and commission analysis.,49000,69000,yearly,false,1.0,Sales Operations;Excel;Analytics,2026-01-14,2026-01-14T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,remote,Sales,Sales and Business Development,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Sales+Operations+Analyst&wo=Dresden,https://www.arbeitsagentur.de/jobsuche/suche?was=Sales+Operations+Analyst&wo=Dresden,https://www.rheinbrandgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_046,seed_train_046,Sales Representative,SalesWerk Deutschland GmbH,"Bremen, Germany",Germany,Bremen,Bremen,Manage customer outreach product demos and regional sales pipeline.,41000,64000,yearly,false,1.0,Sales;CRM;Negotiation,2026-01-15,2026-01-15T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Sales,Sales and Business Development,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Sales+Representative&wo=Bremen,https://www.arbeitsagentur.de/jobsuche/suche?was=Sales+Representative&wo=Bremen,https://www.saleswerkdeutschlandgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_047,seed_train_047,Account Manager,B2B Partnerhaus GmbH,"Hannover, Germany",Germany,Hannover,Lower Saxony,Own customer relationships renewals upsell planning and service coordination.,51000,77000,yearly,false,1.0,Account Management;CRM;Customer Success,2026-01-16,2026-01-16T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Sales,Sales and Business Development,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Account+Manager&wo=Hannover,https://www.arbeitsagentur.de/jobsuche/suche?was=Account+Manager&wo=Hannover,https://www.b2bpartnerhausgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_048,seed_train_048,Business Development Manager,Hanse Vertriebs GmbH,"Nuremberg, Germany",Germany,Nuremberg,Bavaria,Build new partnerships qualify opportunities and lead commercial proposals.,61000,89000,yearly,false,1.0,Business Development;Negotiation;Pipeline Management,2026-01-17,2026-01-17T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Sales,Sales and Business Development,senior,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Business+Development+Manager&wo=Nuremberg,https://www.arbeitsagentur.de/jobsuche/suche?was=Business+Development+Manager&wo=Nuremberg,https://www.hansevertriebsgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_049,seed_train_049,Inside Sales Specialist,RheinBrand GmbH,"Berlin, Germany",Germany,Berlin,Berlin,Qualify inbound leads prepare offers and support sales campaigns.,37000,55000,yearly,false,1.0,Inside Sales;Lead Qualification;CRM,2026-01-18,2026-01-18T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Sales,Sales and Business Development,entry,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Inside+Sales+Specialist&wo=Berlin,https://www.arbeitsagentur.de/jobsuche/suche?was=Inside+Sales+Specialist&wo=Berlin,https://www.rheinbrandgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_050,seed_train_050,Sales Operations Analyst,SalesWerk Deutschland GmbH,"Hamburg, Germany",Germany,Hamburg,Hamburg,Maintain sales reporting forecasting data quality and commission analysis.,49000,69000,yearly,false,1.0,Sales Operations;Excel;Analytics,2026-01-19,2026-01-19T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,remote,Sales,Sales and Business Development,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Sales+Operations+Analyst&wo=Hamburg,https://www.arbeitsagentur.de/jobsuche/suche?was=Sales+Operations+Analyst&wo=Hamburg,https://www.saleswerkdeutschlandgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_051,seed_train_051,HR Generalist,PeopleWorks GmbH,"Munich, Germany",Germany,Munich,Bavaria,Support employee relations contracts onboarding and HR administration.,47000,65000,yearly,false,1.0,HR Administration;Employee Relations;German Labor Law,2026-01-20,2026-01-20T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Human Resources,Human Resources,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=HR+Generalist&wo=Munich,https://www.arbeitsagentur.de/jobsuche/suche?was=HR+Generalist&wo=Munich,https://www.peopleworksgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_052,seed_train_052,Recruiter,TalentHaus AG,"Cologne, Germany",Germany,Cologne,North Rhine-Westphalia,Manage sourcing interviews candidate communication and hiring manager alignment.,43000,61000,yearly,false,1.0,Recruiting;Interviewing;ATS,2026-01-21,2026-01-21T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Human Resources,Human Resources,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Recruiter&wo=Cologne,https://www.arbeitsagentur.de/jobsuche/suche?was=Recruiter&wo=Cologne,https://www.talenthausag.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_053,seed_train_053,Learning Coordinator,HR Partner Mitte GmbH,"Frankfurt, Germany",Germany,Frankfurt,Hesse,Coordinate training sessions learning records and vendor communication.,38000,51000,yearly,false,1.0,Training Coordination;LMS;Communication,2026-01-22,2026-01-22T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Human Resources,Human Resources,entry,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Learning+Coordinator&wo=Frankfurt,https://www.arbeitsagentur.de/jobsuche/suche?was=Learning+Coordinator&wo=Frankfurt,https://www.hrpartnermittegmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_054,seed_train_054,Compensation Analyst,RecruitingKontor GmbH,"Stuttgart, Germany",Germany,Stuttgart,Baden-Wuerttemberg,Analyze salary bands benefits data and annual compensation cycles.,55000,75000,yearly,false,1.0,Compensation;Excel;Analytics,2026-01-23,2026-01-23T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Human Resources,Human Resources,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Compensation+Analyst&wo=Stuttgart,https://www.arbeitsagentur.de/jobsuche/suche?was=Compensation+Analyst&wo=Stuttgart,https://www.recruitingkontorgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_055,seed_train_055,People Operations Manager,PeopleWorks GmbH,"Dusseldorf, Germany",Germany,Dusseldorf,North Rhine-Westphalia,Lead HR processes employee lifecycle improvements and policy implementation.,64000,87000,yearly,false,1.0,People Operations;Process Improvement;Leadership,2026-01-24,2026-01-24T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Human Resources,Human Resources,senior,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=People+Operations+Manager&wo=Dusseldorf,https://www.arbeitsagentur.de/jobsuche/suche?was=People+Operations+Manager&wo=Dusseldorf,https://www.peopleworksgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_056,seed_train_056,HR Generalist,TalentHaus AG,"Leipzig, Germany",Germany,Leipzig,Saxony,Support employee relations contracts onboarding and HR administration.,47000,65000,yearly,false,1.0,HR Administration;Employee Relations;German Labor Law,2026-01-25,2026-01-25T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Human Resources,Human Resources,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=HR+Generalist&wo=Leipzig,https://www.arbeitsagentur.de/jobsuche/suche?was=HR+Generalist&wo=Leipzig,https://www.talenthausag.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_057,seed_train_057,Recruiter,HR Partner Mitte GmbH,"Dresden, Germany",Germany,Dresden,Saxony,Manage sourcing interviews candidate communication and hiring manager alignment.,43000,61000,yearly,false,1.0,Recruiting;Interviewing;ATS,2026-01-26,2026-01-26T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Human Resources,Human Resources,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Recruiter&wo=Dresden,https://www.arbeitsagentur.de/jobsuche/suche?was=Recruiter&wo=Dresden,https://www.hrpartnermittegmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_058,seed_train_058,Learning Coordinator,RecruitingKontor GmbH,"Bremen, Germany",Germany,Bremen,Bremen,Coordinate training sessions learning records and vendor communication.,38000,51000,yearly,false,1.0,Training Coordination;LMS;Communication,2026-01-27,2026-01-27T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Human Resources,Human Resources,entry,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Learning+Coordinator&wo=Bremen,https://www.arbeitsagentur.de/jobsuche/suche?was=Learning+Coordinator&wo=Bremen,https://www.recruitingkontorgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_059,seed_train_059,Compensation Analyst,PeopleWorks GmbH,"Hannover, Germany",Germany,Hannover,Lower Saxony,Analyze salary bands benefits data and annual compensation cycles.,55000,75000,yearly,false,1.0,Compensation;Excel;Analytics,2026-01-28,2026-01-28T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Human Resources,Human Resources,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Compensation+Analyst&wo=Hannover,https://www.arbeitsagentur.de/jobsuche/suche?was=Compensation+Analyst&wo=Hannover,https://www.peopleworksgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_060,seed_train_060,People Operations Manager,TalentHaus AG,"Nuremberg, Germany",Germany,Nuremberg,Bavaria,Lead HR processes employee lifecycle improvements and policy implementation.,64000,87000,yearly,false,1.0,People Operations;Process Improvement;Leadership,2026-01-29,2026-01-29T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Human Resources,Human Resources,senior,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=People+Operations+Manager&wo=Nuremberg,https://www.arbeitsagentur.de/jobsuche/suche?was=People+Operations+Manager&wo=Nuremberg,https://www.talenthausag.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_061,seed_train_061,Electrician,BauWerk Berlin GmbH,"Berlin, Germany",Germany,Berlin,Berlin,Install maintain and inspect electrical systems on commercial sites.,39000,55000,yearly,false,1.0,Electrical Installation;Safety Standards;Troubleshooting,2026-01-30,2026-01-30T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Construction and Trades,Construction and Skilled Trades,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Electrician&wo=Berlin,https://www.arbeitsagentur.de/jobsuche/suche?was=Electrician&wo=Berlin,https://www.bauwerkberlingmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_062,seed_train_062,Plumber,MeisterHandwerk GmbH,"Hamburg, Germany",Germany,Hamburg,Hamburg,Install and repair water heating and sanitation systems for clients.,37000,51000,yearly,false,1.0,Plumbing;Customer Service;Technical Drawings,2026-01-31,2026-01-31T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Construction and Trades,Construction and Skilled Trades,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Plumber&wo=Hamburg,https://www.arbeitsagentur.de/jobsuche/suche?was=Plumber&wo=Hamburg,https://www.meisterhandwerkgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_063,seed_train_063,Construction Site Supervisor,RheinBau Services GmbH,"Munich, Germany",Germany,Munich,Bavaria,Coordinate subcontractors schedules safety checks and site progress.,57000,77000,yearly,false,1.0,Site Supervision;Construction Safety;Scheduling,2026-02-01,2026-02-01T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Construction and Trades,Construction and Skilled Trades,senior,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Construction+Site+Supervisor&wo=Munich,https://www.arbeitsagentur.de/jobsuche/suche?was=Construction+Site+Supervisor&wo=Munich,https://www.rheinbauservicesgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_064,seed_train_064,Carpenter,Elektro Nord GmbH,"Cologne, Germany",Germany,Cologne,North Rhine-Westphalia,Build repair and fit wooden structures fixtures and interior elements.,35000,49000,yearly,false,1.0,Carpentry;Measurements;Hand Tools,2026-02-02,2026-02-02T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Construction and Trades,Construction and Skilled Trades,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Carpenter&wo=Cologne,https://www.arbeitsagentur.de/jobsuche/suche?was=Carpenter&wo=Cologne,https://www.elektronordgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_065,seed_train_065,HVAC Technician,BauWerk Berlin GmbH,"Frankfurt, Germany",Germany,Frankfurt,Hesse,Service heating ventilation and air conditioning systems for buildings.,41000,57000,yearly,false,1.0,HVAC;Maintenance;Diagnostics,2026-02-03,2026-02-03T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Construction and Trades,Construction and Skilled Trades,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=HVAC+Technician&wo=Frankfurt,https://www.arbeitsagentur.de/jobsuche/suche?was=HVAC+Technician&wo=Frankfurt,https://www.bauwerkberlingmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_066,seed_train_066,Electrician,MeisterHandwerk GmbH,"Stuttgart, Germany",Germany,Stuttgart,Baden-Wuerttemberg,Install maintain and inspect electrical systems on commercial sites.,39000,55000,yearly,false,1.0,Electrical Installation;Safety Standards;Troubleshooting,2026-02-04,2026-02-04T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Construction and Trades,Construction and Skilled Trades,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Electrician&wo=Stuttgart,https://www.arbeitsagentur.de/jobsuche/suche?was=Electrician&wo=Stuttgart,https://www.meisterhandwerkgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_067,seed_train_067,Plumber,RheinBau Services GmbH,"Dusseldorf, Germany",Germany,Dusseldorf,North Rhine-Westphalia,Install and repair water heating and sanitation systems for clients.,37000,51000,yearly,false,1.0,Plumbing;Customer Service;Technical Drawings,2026-02-05,2026-02-05T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Construction and Trades,Construction and Skilled Trades,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Plumber&wo=Dusseldorf,https://www.arbeitsagentur.de/jobsuche/suche?was=Plumber&wo=Dusseldorf,https://www.rheinbauservicesgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_068,seed_train_068,Construction Site Supervisor,Elektro Nord GmbH,"Leipzig, Germany",Germany,Leipzig,Saxony,Coordinate subcontractors schedules safety checks and site progress.,57000,77000,yearly,false,1.0,Site Supervision;Construction Safety;Scheduling,2026-02-06,2026-02-06T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Construction and Trades,Construction and Skilled Trades,senior,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Construction+Site+Supervisor&wo=Leipzig,https://www.arbeitsagentur.de/jobsuche/suche?was=Construction+Site+Supervisor&wo=Leipzig,https://www.elektronordgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_069,seed_train_069,Carpenter,BauWerk Berlin GmbH,"Dresden, Germany",Germany,Dresden,Saxony,Build repair and fit wooden structures fixtures and interior elements.,35000,49000,yearly,false,1.0,Carpentry;Measurements;Hand Tools,2026-02-07,2026-02-07T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Construction and Trades,Construction and Skilled Trades,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Carpenter&wo=Dresden,https://www.arbeitsagentur.de/jobsuche/suche?was=Carpenter&wo=Dresden,https://www.bauwerkberlingmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_070,seed_train_070,HVAC Technician,MeisterHandwerk GmbH,"Bremen, Germany",Germany,Bremen,Bremen,Service heating ventilation and air conditioning systems for buildings.,41000,57000,yearly,false,1.0,HVAC;Maintenance;Diagnostics,2026-02-08,2026-02-08T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Construction and Trades,Construction and Skilled Trades,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=HVAC+Technician&wo=Bremen,https://www.arbeitsagentur.de/jobsuche/suche?was=HVAC+Technician&wo=Bremen,https://www.meisterhandwerkgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_071,seed_train_071,Hotel Receptionist,Hotel Hafenblick GmbH,"Hannover, Germany",Germany,Hannover,Lower Saxony,Welcome guests manage reservations and coordinate front desk service.,30000,40000,yearly,false,1.0,Guest Service;Reservations;German B2,2026-02-09,2026-02-09T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Hospitality,Hospitality and Food Service,entry,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Hotel+Receptionist&wo=Hannover,https://www.arbeitsagentur.de/jobsuche/suche?was=Hotel+Receptionist&wo=Hannover,https://www.hotelhafenblickgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_072,seed_train_072,Chef de Partie,AlpenGast Hospitality GmbH,"Nuremberg, Germany",Germany,Nuremberg,Bavaria,Prepare menu sections maintain kitchen standards and support service peaks.,35000,47000,yearly,false,1.0,Cooking;Food Safety;Teamwork,2026-02-10,2026-02-10T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Hospitality,Hospitality and Food Service,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Chef+de+Partie&wo=Nuremberg,https://www.arbeitsagentur.de/jobsuche/suche?was=Chef+de+Partie&wo=Nuremberg,https://www.alpengasthospitalitygmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_073,seed_train_073,Restaurant Manager,CityStay Hotels GmbH,"Berlin, Germany",Germany,Berlin,Berlin,Lead service team scheduling supplier orders and guest experience standards.,45000,61000,yearly,false,1.0,Hospitality Management;Team Leadership;Scheduling,2026-02-11,2026-02-11T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Hospitality,Hospitality and Food Service,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Restaurant+Manager&wo=Berlin,https://www.arbeitsagentur.de/jobsuche/suche?was=Restaurant+Manager&wo=Berlin,https://www.citystayhotelsgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_074,seed_train_074,Housekeeping Supervisor,RheinRestaurant Gruppe GmbH,"Hamburg, Germany",Germany,Hamburg,Hamburg,Coordinate room cleaning quality checks and shift planning.,33000,44000,yearly,false,1.0,Housekeeping;Quality Control;Team Coordination,2026-02-12,2026-02-12T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Hospitality,Hospitality and Food Service,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Housekeeping+Supervisor&wo=Hamburg,https://www.arbeitsagentur.de/jobsuche/suche?was=Housekeeping+Supervisor&wo=Hamburg,https://www.rheinrestaurantgruppegmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_075,seed_train_075,Event Coordinator,Hotel Hafenblick GmbH,"Munich, Germany",Germany,Munich,Bavaria,Plan hotel events vendor coordination guest communication and run sheets.,39000,55000,yearly,false,1.0,Event Planning;Vendor Coordination;Communication,2026-02-13,2026-02-13T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Hospitality,Hospitality and Food Service,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Event+Coordinator&wo=Munich,https://www.arbeitsagentur.de/jobsuche/suche?was=Event+Coordinator&wo=Munich,https://www.hotelhafenblickgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_076,seed_train_076,Hotel Receptionist,AlpenGast Hospitality GmbH,"Cologne, Germany",Germany,Cologne,North Rhine-Westphalia,Welcome guests manage reservations and coordinate front desk service.,30000,40000,yearly,false,1.0,Guest Service;Reservations;German B2,2026-02-14,2026-02-14T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Hospitality,Hospitality and Food Service,entry,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Hotel+Receptionist&wo=Cologne,https://www.arbeitsagentur.de/jobsuche/suche?was=Hotel+Receptionist&wo=Cologne,https://www.alpengasthospitalitygmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_077,seed_train_077,Chef de Partie,CityStay Hotels GmbH,"Frankfurt, Germany",Germany,Frankfurt,Hesse,Prepare menu sections maintain kitchen standards and support service peaks.,35000,47000,yearly,false,1.0,Cooking;Food Safety;Teamwork,2026-02-15,2026-02-15T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Hospitality,Hospitality and Food Service,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Chef+de+Partie&wo=Frankfurt,https://www.arbeitsagentur.de/jobsuche/suche?was=Chef+de+Partie&wo=Frankfurt,https://www.citystayhotelsgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_078,seed_train_078,Restaurant Manager,RheinRestaurant Gruppe GmbH,"Stuttgart, Germany",Germany,Stuttgart,Baden-Wuerttemberg,Lead service team scheduling supplier orders and guest experience standards.,45000,61000,yearly,false,1.0,Hospitality Management;Team Leadership;Scheduling,2026-02-16,2026-02-16T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Hospitality,Hospitality and Food Service,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Restaurant+Manager&wo=Stuttgart,https://www.arbeitsagentur.de/jobsuche/suche?was=Restaurant+Manager&wo=Stuttgart,https://www.rheinrestaurantgruppegmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_079,seed_train_079,Housekeeping Supervisor,Hotel Hafenblick GmbH,"Dusseldorf, Germany",Germany,Dusseldorf,North Rhine-Westphalia,Coordinate room cleaning quality checks and shift planning.,33000,44000,yearly,false,1.0,Housekeeping;Quality Control;Team Coordination,2026-02-17,2026-02-17T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,onsite,Hospitality,Hospitality and Food Service,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Housekeeping+Supervisor&wo=Dusseldorf,https://www.arbeitsagentur.de/jobsuche/suche?was=Housekeeping+Supervisor&wo=Dusseldorf,https://www.hotelhafenblickgmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
train_080,seed_train_080,Event Coordinator,AlpenGast Hospitality GmbH,"Leipzig, Germany",Germany,Leipzig,Saxony,Plan hotel events vendor coordination guest communication and run sheets.,39000,55000,yearly,false,1.0,Event Planning;Vendor Coordination;Communication,2026-02-18,2026-02-18T09:00:00,2026-12-31T23:59:59,2026-05-20T12:00:00,legal_demo_csv,hybrid,Hospitality,Hospitality and Food Service,mid,permanent,https://www.arbeitsagentur.de/jobsuche/suche?was=Event+Coordinator&wo=Leipzig,https://www.arbeitsagentur.de/jobsuche/suche?was=Event+Coordinator&wo=Leipzig,https://www.alpengasthospitalitygmbh.example/careers,Local legal seed data for portfolio use.,seed-train-2025-12-expanded
